REG. NO.,ACC. NO.,NAME,NATIONALITY,FACULTY,DEPARTMENT,PROGRAM ID,PROGRAM,YEAR,SEMESTER,TOTAL REGISTRATIONS,STUDENT STATUS,REGISTRATION TYPE,RESIDENCE,ACCOMMODATION Type,CAMPUS,HALL,BLOCK,BED,MEALS STATUS,HIGH_SCHOOL,DISTRICT,SCHOOL_TIER,OWNERSHIP,SCHOLARSHIP TYPE,SCHOLARSHIP NAME,FEES,EXPECTED FEES(%) - RAW,EXPECTED FEES(%) - RANGE,TOTAL EXPECTED FEES (UGX),AMOUNT PAID (UGX),TUITION BALANCE (UGX),ACADEMIC OFFICER,ACCOMMODATION OFFICER,ACCOUNTS OFFICER,FINANCIAL AID OFFICER,RETAKE COURSES
S25P78/002,A13811,Rose Ssekiziyivu,Ugandan,School of Business,Human Resource,78,PGD Human Resource Management,1,2,2,Continuing,Normal,R,Ordinary,Mukono,Beta Hall,D,D-11,Subscribed,Kyotera Secondary School,Kyotera,Tier 2,Public/Mixed,,,30%,30,26–50%,3168000,950400,2217600,Ruth Akena,Natukunda Ssenfuma,Nancy Mugerwa,Lloyd Asiimwe,"PHR0103, PHR0105"
S25P78/004,A13819,Zahra Brown,South Sudanese,School of Business,Human Resource,78,PGD Human Resource Management,1,2,2,Continuing,Normal,R,Ordinary,Mukono,Gamma Hall,C,C-09,Subscribed,St. Mary's College Kisubi,Kampala,Tier 1,Private/Faith-based,,,30%,30,26–50%,3168000,950400,2217600,Victor Nassaka,Ronald Wakabi,Joan Asiimwe,Janet Nakibuuka,
S25P78/007,A13832,Amina Adong,Ugandan,School of Business,Human Resource,78,PGD Human Resource Management,1,2,2,Continuing,Normal,NR,None,Mukono,,,,Not Applicable,Lira Town College,Lira,Tier 2,Private/Faith-based,,,30%,30,26–50%,2518000,755400,1762600,Victor Atim,Sophia Jjumba,Nicholas Oringa,Patrick Gitta,
S25P78/009,A13846,Nicholas Ntale,Ugandan,School of Business,Human Resource,78,PGD Human Resource Management,1,2,2,Continuing,Normal,R,Double Normal,Mukono,Alpha Hall,C,C-20,Subscribed,Ngora High School,Soroti,Tier 2,Private/Faith-based,,,45%,45,26–50%,3368000,1515600,1852400,Nicholas Kamanzi,Anena Chemutai,Nakimera Muwanga,Simon Naggenda,PHR0104
J23B83/005,A13910,William Johnson,Rwandan,School of Business,Procurement and Logistics Management,83,Bachelor of Procurement and Logistics Management,4,1,7,Retake/Probation,Normal,NR,None,Mukono,,,,Not Applicable,Nabisunsa Girls School,Kampala,Tier 1,Private/Faith-based,,,100%,100,76–100%,2883000,2883000,0,Charles Nakitto,Namirembe Bagiire,Norah Nabunya,Peace Malinga,"BOP0302, BOP0304"
J23B83/008,A13936,Yusuf Baker,Rwandan,School of Business,Procurement and Logistics Management,83,Bachelor of Procurement and Logistics Management,3,2,6,Finalist,Late,R,Executive,Mukono,Delta Hall,D,D-09,Subscribed,Uganda Christian University High School,Mukono,Tier 2,Private/Faith-based,Innovation Scholarship,Bright Minds Scholarship,75%,75,51–75%,4383000,3287250,1095750,Diana Namyalo,Peace Kamara,Judith Ssewanyana,Valerie Zziwa,BOP0603
J23B83/011,A13951,Elizabeth Mirembe,Ugandan,School of Business,Procurement and Logistics Management,83,Bachelor of Procurement and Logistics Management,4,1,7,Retake/Probation,Late,R,Ordinary,Mukono,Alpha Hall,B,B-19,Subscribed,Kiira College Butiki,Jinja,Tier 2,Private/Faith-based,,,40%,40,26–50%,3533000,1413200,2119800,Achan Wanyama,Ian Atim,Triza Okello,Nakintu Namaganda,BOP0402
J23B83/014,A13956,Lloyd Gitta,Ugandan,School of Business,Procurement and Logistics Management,83,Bachelor of Procurement and Logistics Management,3,2,6,Finalist,Late,NR,None,Mukono,,,,Not Applicable,Seeta High School,Kampala,Tier 2,Private/Faith-based,,,30%,30,26–50%,2883000,864900,2018100,Nandutu Luyiga,Nambooze Nalubega,Annet Kaddu,Abel Nakiyingi,BOP0602
J23B83/017,A13986,Mohammed Martin,Ethiopian,School of Business,Procurement and Logistics Management,83,Bachelor of Procurement and Logistics Management,3,2,6,Finalist,Normal,NR,None,Mukono,,,,Not Applicable,Mbale Secondary School,Mbale,Tier 2,Public/Mixed,,,100%,100,76–100%,2883000,2883000,0,Nakuya Ssekiziyivu,Charles Kaddu,Akiiki Magezi,Vanessa Nuwagaba,"BOP0602, BOP0605"
J23B83/019,A14012,Martin Kigozi,Ugandan,School of Business,Procurement and Logistics Management,83,Bachelor of Procurement and Logistics Management,3,2,6,Finalist,Normal,NR,None,Mukono,,,,Not Applicable,Ntare School Mbarara,Mbarara,Tier 1,Public/Mixed,,,45%,45,26–50%,2883000,1297350,1585650,Yusuf Muwonge,Namagembe Bashaija,Nancy Chemutai,Dorothy Ssempijja,BOP0605
J23B83/021,A14046,Norah Pereza,Ugandan,School of Business,Procurement and Logistics Management,83,Bachelor of Procurement and Logistics Management,3,2,6,Finalist,Normal,NR,None,Mukono,,,,Not Applicable,Mbarara High School,Mbarara,Tier 1,Private/Faith-based,,,75%,75,51–75%,2883000,2162250,720750,Chris Mitala,David Wanyama,Mary Kasule,Namyalo Nakku,BOP0501
J24B83/001,A13862,Vincent Arinaitwe,Ugandan,School of Business,Procurement and Logistics Management,83,Bachelor of Procurement and Logistics Management,2,2,4,Leave of Absence,Normal,R,Ordinary,Mukono,Gamma Hall,B,B-43,Not Subscribed,Jinja Secondary School,Jinja,Tier 2,Public/Mixed,,,95%,95,76–100%,3533000,3356350,176650,Nakimera Kalyegira,Annet Abigaba,Lloyd Byarugaba,Noah Wabwire,"BOP0401, BOP0404"
J24B83/003,A13907,Kevin Atim,Ugandan,School of Business,Procurement and Logistics Management,83,Bachelor of Procurement and Logistics Management,3,1,5,Continuing,Normal,R,Double Normal,Mukono,Alpha Hall,B,B-45,Not Subscribed,St. Joseph's Secondary School Naggalama,Wakiso,Tier 2,Private/Faith-based,,,80%,80,76–100%,3733000,2986400,746600,Achan Achola,Namutebi Nakibuuka,Saul Sabiiti,Naggayi Byarugaba,BOP0402
J24B83/005,A13921,Alexander Scott,Kenyan,School of Business,Procurement and Logistics Management,83,Bachelor of Procurement and Logistics Management,3,1,5,Continuing,Normal,R,Ordinary,Mukono,Delta Hall,C,C-09,Not Subscribed,Butambala Secondary School,Butambala,Tier 2,Public/Mixed,Merit Award,Community Impact Grant,95%,95,76–100%,3533000,3356350,176650,Ivan Waiswa,Ronald Nakiganda,Namazzi Olara,Norah Nansubuga,"BOP0401, BOP0402, BOP0403"
J24B83/007,A13937,Doreen Oringa,Ugandan,School of Business,Procurement and Logistics Management,83,Bachelor of Procurement and Logistics Management,3,1,5,Continuing,Normal,R,Ordinary,Mukono,Gamma Hall,C,C-39,Subscribed,Kibale Secondary School,Kibale,Tier 2,Public/Mixed,,,45%,45,26–50%,3533000,1589850,1943150,Juliet Nakato,Adong Ssempijja,Namagembe Asiimwe,John Galiwango,"BOP0403, BOP0405"
J24B83/011,A13961,Judith Akello,Ugandan,School of Business,Procurement and Logistics Management,83,Bachelor of Procurement and Logistics Management,3,1,5,Continuing,Late,R,Ordinary,Mukono,Alpha Hall,A,A-32,Not Subscribed,St. Joseph's Secondary School Mukono,Mukono,Tier 2,Private/Faith-based,,,100%,100,76–100%,3533000,3533000,0,Ruth Ikojo,Proscovia Jjumba,Catherine Muhangi,Nambooze Nsubuga,BOP0402
J24B83/013,A13977,Susan Kigozi,Ugandan,School of Business,Procurement and Logistics Management,83,Bachelor of Procurement and Logistics Management,3,1,5,Continuing,Normal,NR,None,Mukono,,,,Not Applicable,Makerere College School,Kampala,Tier 2,Private/Faith-based,,,60%,60,51–75%,2883000,1729800,1153200,Nabirye Nabukenya,Anena Kiggundu,Abel Nsereko,Asiimwe Nakaggwa,BOP0404
J24B83/015,A14006,Joseph Bbaale,Ugandan,School of Business,Procurement and Logistics Management,83,Bachelor of Procurement and Logistics Management,3,1,5,Continuing,Normal,R,Double Normal,Mukono,Gamma Hall,B,B-01,Subscribed,Mbarara High School,Mbarara,Tier 1,Private/Faith-based,,,60%,60,51–75%,3733000,2239800,1493200,Diana Nalubega,Diana Akena,Hope Nafuna,Hellen Nabawanuka,BOP0404
J24B83/017,A14034,Patrick Ssekiziyivu,Ugandan,School of Business,Procurement and Logistics Management,83,Bachelor of Procurement and Logistics Management,3,1,5,Continuing,Normal,R,Executive,Mukono,Beta Hall,D,D-19,Subscribed,St. Charles Lwanga Secondary School,Kasese,Tier 2,Private/Faith-based,,,55%,55,51–75%,4383000,2410650,1972350,Mildred Kansiime,Nancy Kiyingi,Trevor Amony,Dorothy Nakafeero,BOP0404
J24B83/019,A14056,Lawrence Nassaka,Ugandan,School of Business,Procurement and Logistics Management,83,Bachelor of Procurement and Logistics Management,3,1,5,Continuing,Late,NR,None,Mukono,,,,Not Applicable,Tororo Girls School,Tororo,Tier 2,Private/Faith-based,,,60%,60,51–75%,2883000,1729800,1153200,David Muhangi,Harriet Lwanga,Ben Ntale,Judith Nakyanzi,BOP0406
J25B83/001,A13854,Abraham Twinamatsiko,Ugandan,School of Business,Procurement and Logistics Management,83,Bachelor of Procurement and Logistics Management,2,1,3,Continuing,Normal,NR,None,Mukono,,,,Not Applicable,Moroto High School,Moroto,Tier 2,Private/Faith-based,,,100%,100,76–100%,2883000,2883000,0,Namagembe Namyalo,Trevor Mitala,Hellen Ladu,Elizabeth Lumala,
J25B83/003,A13869,Dorothy Naddumba,Ugandan,School of Business,Procurement and Logistics Management,83,Bachelor of Procurement and Logistics Management,2,1,3,Continuing,Normal,R,Executive,Mukono,Delta Hall,D,D-04,Not Subscribed,Kyotera Secondary School,Kyotera,Tier 2,Public/Mixed,,,100%,100,76–100%,4383000,4383000,0,Diana Isabirye,Namazzi Komakech,Triza Lumala,Norah Nafuna,BOP0204
J25B83/005,A13897,Prisca Nansubuga,Ugandan,School of Business,Procurement and Logistics Management,83,Bachelor of Procurement and Logistics Management,2,1,3,Continuing,Normal,R,Ordinary,Mukono,Alpha Hall,C,C-48,Subscribed,Ngora High School,Soroti,Tier 2,Private/Faith-based,,,35%,35,26–50%,3533000,1236550,2296450,Timothy Nandutu,Atim Kamanzi,David Gitta,Ivan Komakech,BOP0201
J25B83/007,A13915,Akello Namugga,Ugandan,School of Business,Procurement and Logistics Management,83,Bachelor of Procurement and Logistics Management,2,1,3,Continuing,Normal,NR,None,Mukono,,,,Not Applicable,Soroti Secondary School,Soroti,Tier 2,Public/Mixed,,,30%,30,26–50%,2883000,864900,2018100,Atwine Gitta,Brian Ssentongo,Zaina Nsubuga,Esther Kazibwe,BOP0203
J25B83/009,A13924,Sharifah Bataringaya,Ugandan,School of Business,Procurement and Logistics Management,83,Bachelor of Procurement and Logistics Management,2,1,3,Continuing,Normal,NR,None,Mukono,,,,Not Applicable,Arua Public Secondary School,Arua,Tier 2,Public/Mixed,,,40%,40,26–50%,2883000,1153200,1729800,Nancy Mugerwa,Maria Adong,Sylvia Nsubuga,Diana Walakira,"BOP0202, BOP0205"
J25B83/011,A13935,Nakkazi Nakalema,Ugandan,School of Business,Procurement and Logistics Management,83,Bachelor of Procurement and Logistics Management,2,1,3,Continuing,Late,NR,None,Mukono,,,,Not Applicable,Fort Portal Secondary School,Fort Portal,Tier 2,Public/Mixed,,,95%,95,76–100%,2883000,2738850,144150,Paul Nandutu,Judith Bainomugisha,Nabulime Nakibuuka,Mercy Kayondo,"BOP0102, BOP0103"
J25B83/014,A13994,Abel Nakacwa,Ugandan,School of Business,Procurement and Logistics Management,83,Bachelor of Procurement and Logistics Management,2,1,3,Continuing,Normal,NR,None,Mukono,,,,Not Applicable,Kalangala Secondary School,Kalangala,Tier 2,Public/Mixed,Innovation Scholarship,Bright Minds Scholarship,75%,75,51–75%,2883000,2162250,720750,Yasin Bashaija,Ronald Adong,Esther Kiconco,Annet Nakafeero,BOP0204
J25B83/017,A14037,Lloyd Namutebi,Ugandan,School of Business,Procurement and Logistics Management,83,Bachelor of Procurement and Logistics Management,2,1,3,Continuing,Normal,NR,None,Mukono,,,,Not Applicable,Gulu High School,Gulu,Tier 2,Private/Faith-based,,,30%,30,26–50%,2883000,864900,2018100,Tabitha Kafuko,Dorothy Nabukenya,Walter Oloya,Nabirye Okello,"BOP0201, BOP0202"
J25B83/019,A14045,Florence Ibanda,Ugandan,School of Business,Procurement and Logistics Management,83,Bachelor of Procurement and Logistics Management,1,2,2,Leave of Absence,Late,R,Executive,Mukono,Beta Hall,D,D-14,Not Subscribed,Uganda Martyrs High School,Kampala,Tier 2,Private/Faith-based,,,70%,70,51–75%,4383000,3068100,1314900,Yasin Bataringaya,Racheal Nabaggala,Charles Kasule,Gift Kamara,BOP0202
KJ23B83/004,A13892,Gift Oringa,Ugandan,School of Business,Procurement and Logistics Management,83,Bachelor of Procurement and Logistics Management,3,2,6,Finalist,Normal,NR,None,Kampala,,,,Not Applicable,Kabarole Secondary School,Kabarole,Tier 2,Public/Mixed,,,100%,100,76–100%,2883000,2883000,0,Isaac Arinaitwe,Nabasirye Nabawanuka,Aisha Amanya,Yasin Ssentongo,"BOP0603, BOP0604"
KJ23B83/010,A13946,Dorothy Nakiganda,Ugandan,School of Business,Procurement and Logistics Management,83,Bachelor of Procurement and Logistics Management,3,2,6,Finalist,Normal,R,Executive,Kampala,Beta Hall,D,D-47,Not Subscribed,King's College Budo,Kampala,Tier 1,Private/Faith-based,,,100%,100,76–100%,4683000,4683000,0,Nandutu Kasule,George Nakato,Isaac Ssekiziyivu,Lloyd Ssewava,BOP0601
KJ23B83/015,A13971,Ivan Nsereko,Ugandan,School of Business,Procurement and Logistics Management,83,Bachelor of Procurement and Logistics Management,3,2,6,Finalist,Normal,NR,None,Kampala,,,,Not Applicable,Mubende Secondary School,Mubende,Tier 2,Public/Mixed,Innovation Scholarship,Community Impact Grant,100%,100,76–100%,2883000,2883000,0,Mary Nakitto,Namara Barasa,Atim Asiimwe,Joy Nandutu,"BOP0502, BOP0503"
KJ24B83/009,A13950,Emma White,Kenyan,School of Business,Procurement and Logistics Management,83,Bachelor of Procurement and Logistics Management,3,1,5,Continuing,Normal,NR,None,Kampala,,,,Not Applicable,Kiira College Butiki,Jinja,Tier 2,Private/Faith-based,,,95%,95,76–100%,2883000,2738850,144150,Racheal Bainomugisha,Akiiki Zziwa,Akiiki Nakibuuka,Natukunda Nansubuga,BOP0206
KJ25B83/012,A13944,Margaret Yiga,Ugandan,School of Business,Procurement and Logistics Management,83,Bachelor of Procurement and Logistics Management,2,1,3,Continuing,Normal,NR,None,Kampala,,,,Not Applicable,St. Henry's College Kitovu,Masaka,Tier 1,Private/Faith-based,,,30%,30,26–50%,2883000,864900,2018100,Fred Nabirye,Edwin Kahinda,Warren Tumusiime,Francis Ainomugisha,"BOP0201, BOP0203, BOP0204"
KJ25B83/020,A14050,Apollo Kigozi,Ugandan,School of Business,Procurement and Logistics Management,83,Bachelor of Procurement and Logistics Management,2,1,3,Continuing,Normal,R,Double Normal,Kampala,Delta Hall,A,A-12,Subscribed,Gulu High School,Gulu,Tier 2,Private/Faith-based,,,70%,70,51–75%,3883000,2718100,1164900,Richard Kikomeko,Ian Nansubuga,Yasin Namaganda,Naava Nakitto,
KM23B83/007,A13913,Tabitha Kalibbala,Ugandan,School of Business,Procurement and Logistics Management,83,Bachelor of Procurement and Logistics Management,3,2,6,Continuing,Normal,R,Double Normal,Kampala,Delta Hall,B,B-26,Not Subscribed,St. Katherine's Secondary School,Lira,Tier 2,Private/Faith-based,,,75%,75,51–75%,3883000,2912250,970750,Akena Naggenda,Saul Amony,Sylvia Kamanzi,Brian Namutebi,"BOP0603, BOP0605"
KM23B83/009,A13917,Chris Nsereko,Ugandan,School of Business,Procurement and Logistics Management,83,Bachelor of Procurement and Logistics Management,3,2,6,Continuing,Normal,NR,None,Kampala,,,,Not Applicable,St. Joseph's Secondary School Mukono,Mukono,Tier 2,Private/Faith-based,Leadership Grant,Integrity Award,70%,70,51–75%,2883000,2018100,864900,Simon Nakitto,Walter Arinaitwe,Saul Kiconco,Catherine Tumuhimbise,BOP0501
KM23B83/020,A14064,George Kafuko,Ugandan,School of Business,Procurement and Logistics Management,83,Bachelor of Procurement and Logistics Management,3,2,6,Continuing,Normal,NR,None,Kampala,,,,Not Applicable,Kibuli Secondary School,Wakiso,Tier 1,Public/Mixed,,,90%,90,76–100%,2883000,2594700,288300,Adong Lumala,Lawrence Nakisige,Olivia Nakkazi,Daniel Nassaka,BOP0605
KM24B83/015,A14009,Precious Muzira,Ugandan,School of Business,Procurement and Logistics Management,83,Bachelor of Procurement and Logistics Management,2,1,3,Leave of Absence,Normal,R,Ordinary,Kampala,Delta Hall,D,D-22,Not Subscribed,Kibale Secondary School,Kibale,Tier 2,Public/Mixed,,,40%,40,26–50%,3733000,1493200,2239800,Nakato Kamara,Ben Waiswa,Sheila Wasswa,Natukunda Kabagenyi,BOP0301
KM25B83/011,A13997,Yasin Kafuko,Ugandan,School of Business,Procurement and Logistics Management,83,Bachelor of Procurement and Logistics Management,1,2,2,Continuing,Normal,NR,None,Kampala,,,,Not Applicable,St. Joseph's Secondary School Mukono,Mukono,Tier 2,Private/Faith-based,,,100%,100,76–100%,2883000,2883000,0,Rose Olara,Stephen Bashaija,Namyalo Ntale,Namirembe Bukenya,"BOP0201, BOP0206"
KS23B83/004,A13886,Janet Nakandi,Ugandan,School of Business,Procurement and Logistics Management,83,Bachelor of Procurement and Logistics Management,3,2,6,Continuing,Late,R,Executive,Kampala,Alpha Hall,A,A-55,Subscribed,St. Joseph's Layibi,Gulu,Tier 2,Private/Faith-based,Innovation Scholarship,Global Vision Scholarship,95%,95,76–100%,4683000,4448850,234150,Valerie Kakooza,Norah Mulyagonja,Grace Nansubuga,Ruth Amony,"BOP0502, BOP0506, BOP0507"
KS23B83/015,A13982,Maria Bamwine,Ugandan,School of Business,Procurement and Logistics Management,83,Bachelor of Procurement and Logistics Management,3,2,6,Continuing,Normal,R,Ordinary,Kampala,Beta Hall,A,A-59,Subscribed,Duhaga Secondary School,Hoima,Tier 2,Public/Mixed,,,50%,50,26–50%,3733000,1866500,1866500,Ronald Kazibwe,Lloyd Muwanga,Mildred Kisitu,Prisca Gitta,"BOP0405, BOP0406"
KS24B83/010,A13898,David Nakayiza,Ugandan,School of Business,Procurement and Logistics Management,83,Bachelor of Procurement and Logistics Management,2,2,4,Continuing,Normal,NR,None,Kampala,,,,Not Applicable,Jinja Secondary School,Jinja,Tier 2,Public/Mixed,,,95%,95,76–100%,2883000,2738850,144150,Isaac Akena,Isaac Muwanga,Nancy Ssekiziyivu,Namirembe Atwine,
KS24B83/021,A13975,Rebecca Nakaggwa,Ugandan,School of Business,Procurement and Logistics Management,83,Bachelor of Procurement and Logistics Management,2,2,4,Continuing,Normal,NR,None,Kampala,,,,Not Applicable,Mbale Secondary School,Mbale,Tier 2,Public/Mixed,,,50%,50,26–50%,2883000,1441500,1441500,Prisca Kibirige,Namyalo Muzira,Akena Kisitu,Abel Bagiire,BOP0306
KS24B83/029,A14044,Rebecca Kiggundu,Ugandan,School of Business,Procurement and Logistics Management,83,Bachelor of Procurement and Logistics Management,2,1,3,Leave of Absence,Normal,R,Double Normal,Kampala,Alpha Hall,C,C-53,Not Subscribed,Kibuli Secondary School,Wakiso,Tier 1,Public/Mixed,,,95%,95,76–100%,3883000,3688850,194150,Florence Bagiire,Trevor Kamanzi,Joseph Kaboyo,Norah Ssentongo,BOP0301
KS24B83/031,A14052,Paul Nakayiza,Ugandan,School of Business,Procurement and Logistics Management,83,Bachelor of Procurement and Logistics Management,2,1,3,Leave of Absence,Normal,NR,None,Kampala,,,,Not Applicable,Gomba Secondary School,Gomba,Tier 2,Public/Mixed,,,60%,60,51–75%,2883000,1729800,1153200,Ritah Bataringaya,Nicholas Mukwaya,Edith Kibirige,Saul Katusiime,BOP0306
KS25B83/005,A13876,Yasin Namyalo,Ugandan,School of Business,Procurement and Logistics Management,83,Bachelor of Procurement and Logistics Management,1,2,2,Continuing,Normal,NR,None,Kampala,,,,Not Applicable,Gulu High School,Gulu,Tier 2,Private/Faith-based,Need-Based Grant,Integrity Award,65%,65,51–75%,2883000,1873950,1009050,Nakuya Natukunda,Doreen Gitta,Deborah Atim,Margaret Lwanga,"BOP0101, BOP0103, BOP0105"
M23B83/001,A13856,Emma Martinez,Tanzanian,School of Business,Procurement and Logistics Management,83,Bachelor of Procurement and Logistics Management,3,2,6,Continuing,Normal,R,Executive,Mukono,Gamma Hall,D,D-23,Subscribed,St. Mary's Secondary School Kitende,Wakiso,Tier 1,Private/Faith-based,,,20%,20,0–25%,4383000,876600,3506400,Nakkazi Natukunda,Natukunda Kijjambu,Akiiki Nansubuga,Joy Nakalema,BOP0202
M23B83/003,A13874,Achan Bategeka,Ugandan,School of Business,Procurement and Logistics Management,83,Bachelor of Procurement and Logistics Management,3,2,6,Continuing,Normal,R,Executive,Mukono,Delta Hall,B,B-14,Not Subscribed,St. Charles Lwanga Secondary School,Kasese,Tier 2,Private/Faith-based,,,55%,55,51–75%,4383000,2410650,1972350,Namagembe Kagimu,Sophia Jjumba,Trevor Byaruhanga,Patrick Gitta,"BOP0601, BOP0602, BOP0605"
M23B83/005,A13893,Gerald Naddumba,Ugandan,School of Business,Procurement and Logistics Management,83,Bachelor of Procurement and Logistics Management,3,2,6,Continuing,Normal,R,Executive,Mukono,Delta Hall,D,D-42,Subscribed,Mityana Secondary School,Mityana,Tier 2,Public/Mixed,,,100%,100,76–100%,4383000,4383000,0,Proscovia Walakira,Richard Kayemba,Fred Nakabuye,Ritah Namutebi,"BOP0601, BOP0605"
M23B83/011,A13973,Annet Ibanda,Ugandan,School of Business,Procurement and Logistics Management,83,Bachelor of Procurement and Logistics Management,3,2,6,Continuing,Normal,R,Executive,Mukono,Alpha Hall,B,B-08,Subscribed,St. Mary's Secondary School Kitende,Wakiso,Tier 1,Private/Faith-based,,,45%,45,26–50%,4383000,1972350,2410650,Namirembe Atim,Gerald Ddamulira,Vincent Babirye,Nabasirye Lwanga,"BOP0601, BOP0603"
M23B83/014,A13993,Lloyd Atim,Ugandan,School of Business,Procurement and Logistics Management,83,Bachelor of Procurement and Logistics Management,3,2,6,Continuing,Normal,NR,None,Mukono,,,,Not Applicable,Nabisunsa Girls School,Kampala,Tier 1,Private/Faith-based,,,100%,100,76–100%,2883000,2883000,0,Moses Wakabi,Amina Oloya,Racheal Namaganda,Denis Jjumba,"BOP0502, BOP0503, BOP0505"
M23B83/016,A14007,Peter Kijjambu,Ugandan,School of Business,Procurement and Logistics Management,83,Bachelor of Procurement and Logistics Management,3,2,6,Continuing,Normal,NR,None,Mukono,,,,Not Applicable,Kumi Secondary School,Kumi,Tier 2,Public/Mixed,,,35%,35,26–50%,2883000,1009050,1873950,Irene Luyiga,Juliet Muhangi,Mary Oloya,Namazzi Otim,"BOP0601, BOP0606"
M23B83/018,A14024,Namirembe Nalubega,Ugandan,School of Business,Procurement and Logistics Management,83,Bachelor of Procurement and Logistics Management,3,2,6,Continuing,Normal,NR,None,Mukono,,,,Not Applicable,Uganda Christian University High School,Mukono,Tier 2,Private/Faith-based,,,85%,85,76–100%,2883000,2450550,432450,Caleb Tumuhimbise,Walter Bbaale,Edwin Bashaija,Vincent Muwonge,"BOP0602, BOP0606"
M24B83/001,A13855,Solomon Waiswa,Ugandan,School of Business,Procurement and Logistics Management,83,Bachelor of Procurement and Logistics Management,2,2,4,Continuing,Normal,NR,None,Mukono,,,,Not Applicable,Namagunga Girls School,Kampala,Tier 1,Private/Faith-based,,,35%,35,26–50%,2883000,1009050,1873950,Nakkazi Waiswa,Sophia Nakandi,Janet Nabirye,Noah Byarugaba,BOP0402
M24B83/003,A13859,Lloyd Muwanga,Ugandan,School of Business,Procurement and Logistics Management,83,Bachelor of Procurement and Logistics Management,2,2,4,Continuing,Normal,R,Executive,Mukono,Gamma Hall,D,D-13,Subscribed,Masaka Secondary School,Masaka,Tier 2,Public/Mixed,,,35%,35,26–50%,4383000,1534050,2848950,Sylvia Mukasa,Rebecca Nakacwa,Francis Ninsiima,Atim Namugga,"BOP0402, BOP0404, BOP0405"
M24B83/005,A13902,Timothy Nsubuga,Ugandan,School of Business,Procurement and Logistics Management,83,Bachelor of Procurement and Logistics Management,2,2,4,Continuing,Normal,R,Ordinary,Mukono,Beta Hall,C,C-06,Subscribed,St. Joseph's Secondary School Mukono,Mukono,Tier 2,Private/Faith-based,,,40%,40,26–50%,3533000,1413200,2119800,Peace Ocaya,Oliver Kiggundu,Peace Opio,Janet Nakibuuka,"BOP0404, BOP0405"
M24B83/007,A13919,Timothy Kalyegira,Ugandan,School of Business,Procurement and Logistics Management,83,Bachelor of Procurement and Logistics Management,2,2,4,Continuing,Normal,R,Executive,Mukono,Delta Hall,D,D-42,Not Subscribed,Lyantonde Secondary School,Lyantonde,Tier 2,Public/Mixed,,,85%,85,76–100%,4383000,3725550,657450,Zaituni Nakitto,Caleb Nakyanzi,Aisha Akello,Precious Lwanga,BOP0406
M24B83/010,A13981,Nabasirye Ssempijja,Ugandan,School of Business,Procurement and Logistics Management,83,Bachelor of Procurement and Logistics Management,2,2,4,Continuing,Late,R,Ordinary,Mukono,Alpha Hall,D,D-52,Subscribed,St. Mary's College Kisubi,Kampala,Tier 1,Private/Faith-based,,,40%,40,26–50%,3533000,1413200,2119800,Irene Otim,Zaina Ntambi,Caleb Oloya,Asiimwe Bagiire,BOP0206
M24B83/012,A13988,Gertrude Kijjambu,Ugandan,School of Business,Procurement and Logistics Management,83,Bachelor of Procurement and Logistics Management,2,2,4,Continuing,Late,R,Executive,Mukono,Alpha Hall,C,C-30,Not Subscribed,St. Katherine's Secondary School,Lira,Tier 2,Private/Faith-based,,,60%,60,51–75%,4383000,2629800,1753200,Asiimwe Abigaba,Apollo Mukasa,Atwine Ssewava,Zaina Ssekiziyivu,BOP0205
M24B83/014,A13996,Rebecca Ninsiima,Ugandan,School of Business,Procurement and Logistics Management,83,Bachelor of Procurement and Logistics Management,2,2,4,Continuing,Normal,R,Ordinary,Mukono,Gamma Hall,C,C-54,Subscribed,Mbarara High School,Mbarara,Tier 1,Private/Faith-based,,,50%,50,26–50%,3533000,1766500,1766500,Ivan Magezi,Nakkazi Pereza,Martin Ikojo,Nakkazi Ikojo,BOP0406
M24B83/017,A14018,George Ninsiima,Ugandan,School of Business,Procurement and Logistics Management,83,Bachelor of Procurement and Logistics Management,2,2,4,Continuing,Normal,NR,None,Mukono,,,,Not Applicable,Pallisa Secondary School,Pallisa,Tier 2,Public/Mixed,Leadership Grant,Bright Minds Scholarship,100%,100,76–100%,2883000,2883000,0,Caroline Kiyingi,Akena Bukenya,Atwine Asiimwe,Sharifah Nambooze,"BOP0405, BOP0406"
M24B83/019,A14038,Simon Sserugo,Ugandan,School of Business,Procurement and Logistics Management,83,Bachelor of Procurement and Logistics Management,2,2,4,Continuing,Normal,R,Ordinary,Mukono,Alpha Hall,C,C-02,Subscribed,Kotido Secondary School,Kotido,Tier 2,Public/Mixed,,,100%,100,76–100%,3533000,3533000,0,Shamim Nabaggala,Hellen Muhangi,Asiimwe Nakato,Yasin Wakabi,BOP0205
M24B83/021,A14054,Joseph Chemutai,Ugandan,School of Business,Procurement and Logistics Management,83,Bachelor of Procurement and Logistics Management,2,2,4,Continuing,Normal,NR,None,Mukono,,,,Not Applicable,Mityana Secondary School,Mityana,Tier 2,Public/Mixed,,,100%,100,76–100%,2883000,2883000,0,Lloyd Bbaale,Hellen Kazibwe,Elijah Bukenya,Atim Gitta,"BOP0301, BOP0303"
