REG. NO.,ACC. NO.,NAME,NATIONALITY,FACULTY,DEPARTMENT,PROGRAM ID,PROGRAM,YEAR,SEMESTER,TOTAL REGISTRATIONS,STUDENT STATUS,REGISTRATION TYPE,RESIDENCE,ACCOMMODATION Type,CAMPUS,HALL,BLOCK,BED,MEALS STATUS,HIGH_SCHOOL,DISTRICT,SCHOOL_TIER,OWNERSHIP,SCHOLARSHIP TYPE,SCHOLARSHIP NAME,FEES,EXPECTED FEES(%) - RAW,EXPECTED FEES(%) - RANGE,TOTAL EXPECTED FEES (UGX),AMOUNT PAID (UGX),TUITION BALANCE (UGX),ACADEMIC OFFICER,ACCOMMODATION OFFICER,ACCOUNTS OFFICER,FINANCIAL AID OFFICER,RETAKE COURSES
S24M31/003,A15751,Joseph Kalema,Ugandan,"School of Journalism, Media and Communication","Journalism, Media & Communication",31,Master of Arts in Strategic Communication,2,2,4,Continuing,Normal,R,Double Normal,Mukono,Gamma Hall,B,B-24,Not Subscribed,King's College Budo,Kampala,Tier 1,Private/Faith-based,,,100%,100,76–100%,3268000,3268000,0,Racheal Nakibuuka,Nakanwagi Kafuko,Stephen Mirembe,Simon Nsubuga,MOA0302
S24M31/007,A15764,Gertrude Babirye,Ugandan,"School of Journalism, Media and Communication","Journalism, Media & Communication",31,Master of Arts in Strategic Communication,2,2,4,Continuing,Normal,R,Double Normal,Mukono,Gamma Hall,C,C-14,Subscribed,Kibuli Secondary School,Wakiso,Tier 1,Public/Mixed,,,70%,70,51–75%,3268000,2287600,980400,Florence Nabweteme,Zaituni Bainomugisha,Diana Nakku,Deborah Otim,"MOA0305, MOA0306"
S25M31/001,A15744,Catherine Nafuna,Ugandan,"School of Journalism, Media and Communication","Journalism, Media & Communication",31,Master of Arts in Strategic Communication,1,2,2,Continuing,Late,R,Ordinary,Mukono,Alpha Hall,D,D-29,Not Subscribed,Uganda Christian University High School,Mukono,Tier 2,Private/Faith-based,,,40%,40,26–50%,3068000,1227200,1840800,Lucy Asiimwe,Naggayi Kalema,Sophia Nuwagaba,Nabasirye Tibyangye,"MOA0105, MOA0106"
S25M31/003,A15757,Nakuya Ibanda,Ugandan,"School of Journalism, Media and Communication","Journalism, Media & Communication",31,Master of Arts in Strategic Communication,1,2,2,Continuing,Normal,R,Ordinary,Mukono,Alpha Hall,A,A-10,Subscribed,Gulu High School,Gulu,Tier 2,Private/Faith-based,,,40%,40,26–50%,3068000,1227200,1840800,Gerald Oringa,Nambooze Naddumba,Joshua Kijjambu,Warren Mugabi,"MOA0103, MOA0105"
S25M31/006,A15766,Namagembe Kalyegira,Ugandan,"School of Journalism, Media and Communication","Journalism, Media & Communication",31,Master of Arts in Strategic Communication,1,2,2,Continuing,Normal,R,Double Normal,Mukono,Gamma Hall,A,A-53,Not Subscribed,Mbale Secondary School,Mbale,Tier 2,Public/Mixed,,,80%,80,76–100%,3268000,2614400,653600,Irene Tumusiime,Nabirye Zziwa,Akiiki Namutebi,Vanessa Nambooze,
S25M31/008,A15772,Joseph Mulyagonja,Ugandan,"School of Journalism, Media and Communication","Journalism, Media & Communication",31,Master of Arts in Strategic Communication,1,2,2,Continuing,Normal,NR,None,Mukono,,,,Not Applicable,Nabumali High School,Mbale,Tier 1,Private/Faith-based,,,100%,100,76–100%,2418000,2418000,0,Juliet Namutebi,Racheal Nambooze,Moses Nakato,Oliver Namirembe,
S25M31/010,A15776,Tabitha Bataringaya,Ugandan,"School of Journalism, Media and Communication","Journalism, Media & Communication",31,Master of Arts in Strategic Communication,1,2,2,Continuing,Late,R,Ordinary,Mukono,Alpha Hall,B,B-31,Subscribed,Mityana Secondary School,Mityana,Tier 2,Public/Mixed,,,45%,45,26–50%,3068000,1380600,1687400,Fred Kaddu,Daisy Ladu,Racheal Atim,Chris Kalibbala,MOA0103
J24P32/002,A15789,Patrick Lwanga,Ugandan,"School of Journalism, Media and Communication","Journalism, Media & Communication",32,"PhD in Journalism, Media and Communication",3,1,5,Continuing,Normal,R,Ordinary,Mukono,Beta Hall,D,D-42,Not Subscribed,Hoima Secondary School,Hoima,Tier 2,Public/Mixed,,,100%,100,76–100%,3068000,3068000,0,Zaituni Mulindwa,Chris Kayemba,Lilian Nakabuye,Gloria Nakitto,PIJ0404
J25P32/001,A15783,Alexander Brown,Rwandan,"School of Journalism, Media and Communication","Journalism, Media & Communication",32,"PhD in Journalism, Media and Communication",1,2,2,Leave of Absence,Late,R,Double Normal,Mukono,Alpha Hall,A,A-40,Subscribed,Tororo Girls School,Tororo,Tier 2,Private/Faith-based,,,90%,90,76–100%,3268000,2941200,326800,Racheal Bategeka,Janet Jjumba,Joan Matovu,Patience Bashaija,PIJ0202
J25P32/003,A15787,Benjamin White,Tanzanian,"School of Journalism, Media and Communication","Journalism, Media & Communication",32,"PhD in Journalism, Media and Communication",2,1,3,Continuing,Normal,R,Ordinary,Mukono,Delta Hall,C,C-48,Not Subscribed,Kalangala Secondary School,Kalangala,Tier 2,Public/Mixed,,,100%,100,76–100%,3068000,3068000,0,Isaac Nakato,Sylvia Bamwine,Zaituni Katusiime,Namirembe Wabwire,PIJ0106
J25P32/005,A15797,Esther Nakiganda,Ugandan,"School of Journalism, Media and Communication","Journalism, Media & Communication",32,"PhD in Journalism, Media and Communication",2,1,3,Continuing,Normal,NR,None,Mukono,,,,Not Applicable,Ntare School Mbarara,Mbarara,Tier 1,Public/Mixed,,,75%,75,51–75%,2418000,1813500,604500,Nandutu Ninsiima,Shamim Naddumba,Vincent Oloya,Richard Mirembe,"PIJ0201, PIJ0202, PIJ0204"
KM25P32/002,A15788,Tabitha Kamara,Ugandan,"School of Journalism, Media and Communication","Journalism, Media & Communication",32,"PhD in Journalism, Media and Communication",1,2,2,Continuing,Normal,NR,None,Kampala,,,,Not Applicable,Kumi Secondary School,Kumi,Tier 2,Public/Mixed,,,100%,100,76–100%,2418000,2418000,0,Aisha Wandera,Nakanwagi Kafuko,Stephen Mirembe,Simon Nsubuga,"PIJ0203, PIJ0204"
KS25P32/001,A15794,Namyalo Zziwa,Ugandan,"School of Journalism, Media and Communication","Journalism, Media & Communication",32,"PhD in Journalism, Media and Communication",1,1,1,Leave of Absence,Late,R,Ordinary,Kampala,Delta Hall,D,D-23,Not Subscribed,St. Lawrence Schools,Kampala,Tier 2,Private/Faith-based,,,70%,70,51–75%,3268000,2287600,980400,Nambooze Natukunda,Nambooze Naddumba,Joshua Kijjambu,Warren Mugabi,"PIJ0102, PIJ0106"
M24P32/002,A15782,Noah Ssewanyana,Ugandan,"School of Journalism, Media and Communication","Journalism, Media & Communication",32,"PhD in Journalism, Media and Communication",2,2,4,Continuing,Normal,R,Double Normal,Mukono,Beta Hall,B,B-21,Subscribed,Ntare School Mbarara,Mbarara,Tier 1,Public/Mixed,,,90%,90,76–100%,3268000,2941200,326800,Akena Namaganda,David Lwanga,Lawrence Byaruhanga,Ronald Nansubuga,PIJ0403
M25P32/003,A15791,Lloyd Nafuna,Ugandan,"School of Journalism, Media and Communication","Journalism, Media & Communication",32,"PhD in Journalism, Media and Communication",1,1,1,Leave of Absence,Normal,R,Executive,Mukono,Beta Hall,A,A-10,Subscribed,Muni Girls School,Arua,Tier 2,Private/Faith-based,,,45%,45,26–50%,3918000,1763100,2154900,Brian Arinaitwe,Grace Ssenfuma,Kevin Nakku,Francis Ssenfuma,PIJ0101
S24P32/003,A15796,Nakimera Nakayiza,Ugandan,"School of Journalism, Media and Communication","Journalism, Media & Communication",32,"PhD in Journalism, Media and Communication",2,2,4,Continuing,Normal,R,Ordinary,Mukono,Gamma Hall,A,A-32,Subscribed,Kiira College Butiki,Jinja,Tier 2,Private/Faith-based,,,40%,40,26–50%,3068000,1227200,1840800,Denis Ssekiziyivu,Hope Kalyango,Amina Katusiime,Mercy Yiga,"PIJ0301, PIJ0305"
S24P32/005,A15800,Abraham Nabawanuka,Ugandan,"School of Journalism, Media and Communication","Journalism, Media & Communication",32,"PhD in Journalism, Media and Communication",2,2,4,Continuing,Normal,R,Executive,Mukono,Delta Hall,B,B-21,Subscribed,Ntare School Mbarara,Mbarara,Tier 1,Public/Mixed,Merit Award,Integrity Award,100%,100,76–100%,3918000,3918000,0,Nakkazi Acen,Nakimera Lwanga,Namirembe Ladu,Akena Bategeka,"PIJ0301, PIJ0302"
J22B91/004,A15830,Joseph Ssempijja,Ugandan,School of Law,Law,91,Bachelor of Laws (LLB),4,2,8,Finalist,Normal,NR,None,Mukono,,,,Not Applicable,St. Mary's College Rushoroza,Kabarole,Tier 2,Private/Faith-based,,,55%,55,51–75%,3683000,2025650,1657350,Oliver Nakkazi,Juliet Nanyonjo,Eunice Namugga,Mark Achola,BOL0805
J22B91/006,A15846,Ritah Bbaale,Ugandan,School of Law,Law,91,Bachelor of Laws (LLB),4,2,8,Leave of Absence,Normal,NR,None,Mukono,,,,Not Applicable,Lira Town College,Lira,Tier 2,Private/Faith-based,,,40%,40,26–50%,3683000,1473200,2209800,Daisy Kalibbala,Patrick Abigaba,Jackline Nakimera,Valerie Ssewanyana,"BOL0804, BOL0805"
J22B91/008,A15892,Nabulime Mugerwa,Ugandan,School of Law,Law,91,Bachelor of Laws (LLB),4,2,8,Finalist,Normal,NR,None,Mukono,,,,Not Applicable,Seeta High School,Kampala,Tier 2,Private/Faith-based,,,55%,55,51–75%,3683000,2025650,1657350,Natukunda Ssempijja,Nakanwagi Tumuhimbise,Norah Kansiime,Nandutu Pereza,"BOL0702, BOL0705"
J22B91/011,A15912,Grace Kalibbala,Ugandan,School of Law,Law,91,Bachelor of Laws (LLB),4,2,8,Finalist,Normal,R,Ordinary,Mukono,Delta Hall,C,C-45,Not Subscribed,Nabumali High School,Mbale,Tier 1,Private/Faith-based,,,85%,85,76–100%,4333000,3683050,649950,Nabasirye Amony,Isaac Nakiganda,Achan Wanyama,Naava Ssekandi,BOL0806
J22B91/013,A15926,Nicholas Nakitto,Ugandan,School of Law,Law,91,Bachelor of Laws (LLB),4,2,8,Finalist,Normal,NR,None,Mukono,,,,Not Applicable,Ngora High School,Soroti,Tier 2,Private/Faith-based,Sports Bursary,Community Impact Grant,95%,95,76–100%,3683000,3498850,184150,Racheal Bamwine,Namyalo Kamanzi,Abel Nakaggwa,Faith Wasswa,"BOL0803, BOL0807"
J22B91/015,A15937,Gertrude Nabirye,Ugandan,School of Law,Law,91,Bachelor of Laws (LLB),4,2,8,Finalist,Normal,R,Double Normal,Mukono,Alpha Hall,D,D-17,Subscribed,Gomba Secondary School,Gomba,Tier 2,Public/Mixed,,,70%,70,51–75%,4533000,3173100,1359900,Mugisha Atwine,Doreen Namaganda,Shamim Namutebi,Patience Nakalema,"BOL0803, BOL0804"
J22B91/017,A15984,Peace Amony,Ugandan,School of Law,Law,91,Bachelor of Laws (LLB),5,1,9,Retake/Probation,Normal,R,Double Normal,Mukono,Alpha Hall,A,A-37,Subscribed,Nabisunsa Girls School,Kampala,Tier 1,Private/Faith-based,,,80%,80,76–100%,4533000,3626400,906600,Nabulime Mulindwa,Irene Atwine,Ronald Bainomugisha,Peter Sabiiti,"BOL0801, BOL0805, BOL0807"
J22B91/021,A16035,Isaac Ibanda,Ugandan,School of Law,Law,91,Bachelor of Laws (LLB),5,1,9,Retake/Probation,Normal,R,Double Normal,Mukono,Gamma Hall,A,A-26,Subscribed,Bundibugyo Secondary School,Bundibugyo,Tier 2,Public/Mixed,,,40%,40,26–50%,4533000,1813200,2719800,George Kabagenyi,Natukunda Natukunda,Tabitha Kansiime,Margaret Naddumba,BOL0803
J22B91/023,A16043,Gertrude Muwanga,Ugandan,School of Law,Law,91,Bachelor of Laws (LLB),5,1,9,Retake/Probation,Normal,R,Ordinary,Mukono,Beta Hall,D,D-29,Not Subscribed,Mbarara High School,Mbarara,Tier 1,Private/Faith-based,,,65%,65,51–75%,4333000,2816450,1516550,Sheila Kisitu,Sylvia Lwanga,Naava Katusiime,Winnie Byaruhanga,BOL0801
J22B91/028,A16085,Namutebi Waiswa,Ugandan,School of Law,Law,91,Bachelor of Laws (LLB),4,2,8,Finalist,Normal,R,Executive,Mukono,Alpha Hall,A,A-39,Not Subscribed,St. Henry's College Kitovu,Masaka,Tier 1,Private/Faith-based,,,85%,85,76–100%,5183000,4405550,777450,Naggayi Tindyebwa,Janet Nandutu,Nakintu Naggenda,Brian Nakyanzi,"BOL0601, BOL0602"
J22B91/030,A16095,Racheal Bashaija,Ugandan,School of Law,Law,91,Bachelor of Laws (LLB),4,2,8,Finalist,Normal,R,Double Normal,Mukono,Delta Hall,A,A-06,Not Subscribed,Masaka Secondary School,Masaka,Tier 2,Public/Mixed,,,100%,100,76–100%,4533000,4533000,0,Juliet Nakkazi,Naava Gitta,Francis Kigozi,Maria Nabaggala,BOL0805
J22B91/033,A16110,Yusuf Kaddu,Ugandan,School of Law,Law,91,Bachelor of Laws (LLB),5,1,9,Retake/Probation,Late,NR,None,Mukono,,,,Not Applicable,St. Mary's College Rushoroza,Kabarole,Tier 2,Private/Faith-based,,,60%,60,51–75%,3683000,2209800,1473200,Nancy Namugga,Edwin Gitta,Namazzi Katusiime,Edith Okot,"BOL0801, BOL0805"
J22B91/036,A16135,Lloyd Bukenya,Ugandan,School of Law,Law,91,Bachelor of Laws (LLB),4,2,8,Finalist,Normal,R,Double Normal,Mukono,Gamma Hall,A,A-05,Not Subscribed,Mbale Secondary School,Mbale,Tier 2,Public/Mixed,,,90%,90,76–100%,4533000,4079700,453300,Rebecca Sserugo,Lloyd Ssekandi,Diana Nuwagaba,Charles Nafuna,BOL0806
J22B91/038,A16150,Nakato Wakabi,Ugandan,School of Law,Law,91,Bachelor of Laws (LLB),4,2,8,Finalist,Normal,R,Double Normal,Mukono,Beta Hall,B,B-04,Not Subscribed,St. Joseph's Secondary School Naggalama,Wakiso,Tier 2,Private/Faith-based,,,40%,40,26–50%,4533000,1813200,2719800,Ian Mayanja,Mercy Ocaya,Yasin Matovu,Brian Namugga,BOL0802
J22B91/043,A16204,Evelyn Young,Kenyan,School of Law,Law,91,Bachelor of Laws (LLB),4,2,8,Finalist,Normal,NR,None,Mukono,,,,Not Applicable,Nabumali High School,Mbale,Tier 1,Private/Faith-based,,,35%,35,26–50%,3683000,1289050,2393950,Emmanuel Ssekandi,Nakkazi Kisembo,Zaituni Lumala,Atim Namutebi,"BOL0801, BOL0802"
J22B91/045,A16206,Peace Nakacwa,Ugandan,School of Law,Law,91,Bachelor of Laws (LLB),5,1,9,Retake/Probation,Late,R,Double Normal,Mukono,Delta Hall,C,C-22,Subscribed,St. Katherine's Secondary School,Lira,Tier 2,Private/Faith-based,,,45%,45,26–50%,4533000,2039850,2493150,Gerald Nakiganda,Doreen Akello,Namirembe Kahinda,Margaret Namagombe,BOL0802
J22B91/048,A16240,Atwine Opio,Ugandan,School of Law,Law,91,Bachelor of Laws (LLB),4,2,8,Finalist,Late,R,Double Normal,Mukono,Gamma Hall,A,A-29,Not Subscribed,St. Joseph's Secondary School Naggalama,Wakiso,Tier 2,Private/Faith-based,,,100%,100,76–100%,4533000,4533000,0,Denis Waiswa,Juliet Amony,Patience Namirembe,Isaac Nalubega,"BOL0701, BOL0702, BOL0703"
J22B91/050,A16245,William Anderson,Rwandan,School of Law,Law,91,Bachelor of Laws (LLB),4,2,8,Finalist,Normal,R,Double Normal,Mukono,Alpha Hall,D,D-53,Subscribed,Uganda Christian University High School,Mukono,Tier 2,Private/Faith-based,,,50%,50,26–50%,4533000,2266500,2266500,Lydia Mulindwa,Warren Nabukenya,Valerie Babirye,Moses Nakisige,BOL0701
J22B91/053,A16285,Trevor Kiconco,Ugandan,School of Law,Law,91,Bachelor of Laws (LLB),4,2,8,Finalist,Normal,NR,None,Mukono,,,,Not Applicable,Gulu High School,Gulu,Tier 2,Private/Faith-based,,,100%,100,76–100%,3683000,3683000,0,Sheila Namugga,Violet Kazibwe,Jacob Mukasa,Caroline Ainomugisha,BOL0804
J22B91/056,A16307,Lilian Kagimu,Ugandan,School of Law,Law,91,Bachelor of Laws (LLB),4,2,8,Leave of Absence,Normal,NR,None,Mukono,,,,Not Applicable,Kibuli Secondary School,Wakiso,Tier 1,Public/Mixed,,,35%,35,26–50%,3683000,1289050,2393950,Namazzi Kamara,Margaret Nabukenya,Nakintu Nakaggwa,Patrick Ssempijja,"BOL0801, BOL0805"
J22B91/058,A16321,Isaac Kiconco,Ugandan,School of Law,Law,91,Bachelor of Laws (LLB),4,2,8,Finalist,Normal,NR,None,Mukono,,,,Not Applicable,Gayaza High School,Kampala,Tier 1,Private/Faith-based,,,100%,100,76–100%,3683000,3683000,0,Namyalo Bainomugisha,Amina Mirembe,Sharifah Kigozi,Joshua Kalema,"BOL0802, BOL0805, BOL0806"
J22B91/060,A16338,Judy Wasswa,Ugandan,School of Law,Law,91,Bachelor of Laws (LLB),4,2,8,Finalist,Normal,R,Ordinary,Mukono,Beta Hall,A,A-15,Not Subscribed,Kotido Secondary School,Kotido,Tier 2,Public/Mixed,,,70%,70,51–75%,4333000,3033100,1299900,Victor Namutebi,Joy Namaganda,Akello Bbaale,Namagembe Wasswa,"BOL0802, BOL0804, BOL0805"
J22B91/062,A16357,George Kasule,Ugandan,School of Law,Law,91,Bachelor of Laws (LLB),4,2,8,Leave of Absence,Normal,NR,None,Mukono,,,,Not Applicable,Uganda Christian University High School,Mukono,Tier 2,Private/Faith-based,,,45%,45,26–50%,3683000,1657350,2025650,Namara Nabweteme,Nabirye Nakkazi,Grace Nakacwa,Dorothy Namyalo,"BOL0602, BOL0605"
J22B91/064,A16380,Faith Kasule,Ugandan,School of Law,Law,91,Bachelor of Laws (LLB),4,2,8,Finalist,Normal,R,Ordinary,Mukono,Delta Hall,B,B-17,Subscribed,Hoima Secondary School,Hoima,Tier 2,Public/Mixed,,,100%,100,76–100%,4333000,4333000,0,Gertrude Kazibwe,Yasin Nakalema,Fred Muzira,Sylvia Lumala,BOL0802
J22B91/066,A16396,Nabulime Otim,Ugandan,School of Law,Law,91,Bachelor of Laws (LLB),5,1,9,Retake/Probation,Normal,R,Double Normal,Mukono,Delta Hall,B,B-59,Not Subscribed,Kabarole Secondary School,Kabarole,Tier 2,Public/Mixed,,,100%,100,76–100%,4533000,4533000,0,Joy Waiswa,Adong Bainomugisha,Prisca Nuwagaba,Natukunda Adong,BOL0805
J22B91/068,A16422,Gift Komakech,Ugandan,School of Law,Law,91,Bachelor of Laws (LLB),4,2,8,Finalist,Normal,NR,None,Mukono,,,,Not Applicable,Muni Girls School,Arua,Tier 2,Private/Faith-based,,,35%,35,26–50%,3683000,1289050,2393950,Annet Barasa,Namara Kiconco,Aisha Ocaya,Nambi Balikuddembe,"BOL0703, BOL0706"
J22B91/070,A16448,Nakuya Jjumba,Ugandan,School of Law,Law,91,Bachelor of Laws (LLB),4,2,8,Leave of Absence,Normal,R,Ordinary,Mukono,Delta Hall,D,D-09,Subscribed,St. Joseph's Secondary School Mukono,Mukono,Tier 2,Private/Faith-based,,,100%,100,76–100%,4333000,4333000,0,Maria Wasswa,Aisha Ssenoga,Elijah Nambooze,Harriet Ssekandi,BOL0504
J22B91/074,A16475,Elijah Ouma,Ugandan,School of Law,Law,91,Bachelor of Laws (LLB),4,2,8,Finalist,Normal,NR,None,Mukono,,,,Not Applicable,Fort Portal Secondary School,Fort Portal,Tier 2,Public/Mixed,,,75%,75,51–75%,3683000,2762250,920750,Lawrence Obua,Natukunda Amanya,Irene Namagombe,Francis Wabwire,"BOL0803, BOL0804, BOL0805"
J22B91/077,A16493,Daisy Mayanja,Ugandan,School of Law,Law,91,Bachelor of Laws (LLB),5,1,9,Retake/Probation,Normal,NR,None,Mukono,,,,Not Applicable,Tororo Girls School,Tororo,Tier 2,Private/Faith-based,,,55%,55,51–75%,3683000,2025650,1657350,Judith Akena,Victor Kafuko,Mary Nakiyingi,Richard Nabirye,BOL0705
J22B91/080,A16534,Namara Gitta,Ugandan,School of Law,Law,91,Bachelor of Laws (LLB),5,1,9,Retake/Probation,Normal,R,Ordinary,Mukono,Delta Hall,B,B-17,Not Subscribed,St. Henry's College Kitovu,Masaka,Tier 1,Private/Faith-based,,,90%,90,76–100%,4333000,3899700,433300,Simon Nakimera,Namata Kiggundu,Sharifah Malinga,Mildred Kasule,"BOL0802, BOL0806"
J22B91/082,A16540,Nambooze Kiyingi,Ugandan,School of Law,Law,91,Bachelor of Laws (LLB),5,1,9,Retake/Probation,Normal,NR,None,Mukono,,,,Not Applicable,St. Peter's College Tororo,Tororo,Tier 2,Private/Faith-based,,,70%,70,51–75%,3683000,2578100,1104900,Lucy Olara,Akena Jjumba,Akena Nandutu,Isaac Mirembe,BOL0807
J23B91/003,A15850,Aisha Nakaggwa,Ugandan,School of Law,Law,91,Bachelor of Laws (LLB),4,1,7,Continuing,Normal,R,Double Normal,Mukono,Gamma Hall,B,B-10,Subscribed,Lyantonde Secondary School,Lyantonde,Tier 2,Public/Mixed,,,90%,90,76–100%,4533000,4079700,453300,Hope Otim,Nakuya Ddamulira,Proscovia Mugisha,Mugisha Otim,BOL0506
J23B91/005,A15863,Rebecca Abigaba,Ugandan,School of Law,Law,91,Bachelor of Laws (LLB),4,1,7,Continuing,Normal,R,Double Normal,Mukono,Beta Hall,C,C-14,Not Subscribed,Mbarara High School,Mbarara,Tier 1,Private/Faith-based,Need-Based Grant,Global Vision Scholarship,65%,65,51–75%,4533000,2946450,1586550,Nambi Tumuhimbise,Abel Muwonge,Susan Oringa,Lucy Lwanga,"BOL0602, BOL0607"
J23B91/007,A15866,Judy Kikomeko,Ugandan,School of Law,Law,91,Bachelor of Laws (LLB),4,1,7,Continuing,Normal,R,Ordinary,Mukono,Gamma Hall,C,C-11,Not Subscribed,Mityana Secondary School,Mityana,Tier 2,Public/Mixed,Need-Based Grant,Community Impact Grant,40%,40,26–50%,4333000,1733200,2599800,David Twinamatsiko,Daisy Byaruhanga,Naggayi Zziwa,Eunice Ninsiima,BOL0605
J23B91/010,A15942,Dorothy Kabuye,Ugandan,School of Law,Law,91,Bachelor of Laws (LLB),4,1,7,Continuing,Normal,R,Ordinary,Mukono,Gamma Hall,A,A-29,Not Subscribed,Kibuli Secondary School,Wakiso,Tier 1,Public/Mixed,,,30%,30,26–50%,4333000,1299900,3033100,Abel Kijjambu,John Ssekandi,Francis Kabagenyi,Sharifah Nakyanzi,BOL0506
J23B91/014,A15985,Sophia Nakisige,Ugandan,School of Law,Law,91,Bachelor of Laws (LLB),4,1,7,Continuing,Normal,NR,None,Mukono,,,,Not Applicable,St. Joseph's Secondary School Mukono,Mukono,Tier 2,Private/Faith-based,,,35%,35,26–50%,3683000,1289050,2393950,Abel Namagombe,Precious Bataringaya,Saul Muhangi,Naggayi Balikuddembe,"BOL0602, BOL0605"
J23B91/016,A16046,Rebecca Kayondo,Ugandan,School of Law,Law,91,Bachelor of Laws (LLB),3,2,6,Leave of Absence,Normal,NR,None,Mukono,,,,Not Applicable,St. Joseph's Secondary School Mukono,Mukono,Tier 2,Private/Faith-based,,,40%,40,26–50%,3683000,1473200,2209800,Sylvia Ouma,Deborah Nakandi,Namagembe Tindyebwa,Doreen Bamwine,BOL0503
J23B91/019,A16094,Nabirye Mayanja,Ugandan,School of Law,Law,91,Bachelor of Laws (LLB),4,1,7,Continuing,Normal,R,Executive,Mukono,Delta Hall,A,A-49,Subscribed,Ngora High School,Soroti,Tier 2,Private/Faith-based,,,85%,85,76–100%,5183000,4405550,777450,Edith Walakira,Precious Mugabi,Francis Chemutai,Susan Namutebi,BOL0506
J23B91/021,A16105,Noah Green,Sudanese,School of Law,Law,91,Bachelor of Laws (LLB),4,1,7,Continuing,Normal,R,Ordinary,Mukono,Beta Hall,B,B-08,Subscribed,Kibuli Secondary School,Wakiso,Tier 1,Public/Mixed,,,95%,95,76–100%,4333000,4116350,216650,Olivia Nakitto,Judy Walakira,Noah Olara,Nakintu Nakaggwa,BOL0404
J23B91/024,A16128,Michael Nabaggala,Ugandan,School of Law,Law,91,Bachelor of Laws (LLB),4,1,7,Continuing,Normal,NR,None,Mukono,,,,Not Applicable,Uganda Christian University High School,Mukono,Tier 2,Private/Faith-based,,,35%,35,26–50%,3683000,1289050,2393950,Edwin Bataringaya,Prisca Isabirye,Saul Mayanja,Norah Kansiime,"BOL0602, BOL0605, BOL0606"
J23B91/027,A16168,Lydia Nakku,Ugandan,School of Law,Law,91,Bachelor of Laws (LLB),4,1,7,Continuing,Late,R,Double Normal,Mukono,Gamma Hall,C,C-37,Subscribed,St. Henry's College Kitovu,Masaka,Tier 1,Private/Faith-based,,,100%,100,76–100%,4533000,4533000,0,Paul Ssewava,Faith Bataringaya,Patrick Waiswa,Doreen Walakira,BOL0604
J23B91/029,A16178,Lawrence Ssentongo,Ugandan,School of Law,Law,91,Bachelor of Laws (LLB),4,1,7,Continuing,Normal,R,Executive,Mukono,Alpha Hall,D,D-27,Subscribed,King's College Budo,Kampala,Tier 1,Private/Faith-based,,,70%,70,51–75%,5183000,3628100,1554900,Paul Ssentongo,Patience Nakiganda,Charles Ddamulira,Aisha Ssentongo,BOL0406
J23B91/031,A16182,Walter Katusiime,Ugandan,School of Law,Law,91,Bachelor of Laws (LLB),4,1,7,Continuing,Late,R,Ordinary,Mukono,Gamma Hall,B,B-22,Subscribed,Trinity College Nabbingo,Kampala,Tier 1,Private/Faith-based,,,35%,35,26–50%,4333000,1516550,2816450,Doreen Ntale,Vincent Atim,Ian Tumuhimbise,Patrick Nakku,BOL0606
J23B91/033,A16196,Faith Babirye,Ugandan,School of Law,Law,91,Bachelor of Laws (LLB),4,1,7,Continuing,Normal,R,Ordinary,Mukono,Gamma Hall,D,D-22,Not Subscribed,Kyotera Secondary School,Kyotera,Tier 2,Public/Mixed,,,50%,50,26–50%,4333000,2166500,2166500,Violet Nakalema,Peter Nabirye,Mark Nsubuga,Zaina Nakiyingi,BOL0602
J23B91/035,A16267,Eunice Wakabi,Ugandan,School of Law,Law,91,Bachelor of Laws (LLB),3,2,6,Leave of Absence,Normal,R,Ordinary,Mukono,Gamma Hall,C,C-41,Not Subscribed,Kalangala Secondary School,Kalangala,Tier 2,Public/Mixed,,,35%,35,26–50%,4333000,1516550,2816450,James Ssenoga,Naava Kaboyo,Saul Namaganda,Edwin Gitta,"BOL0601, BOL0603, BOL0605"
J23B91/037,A16297,Ivan Ssekandi,Ugandan,School of Law,Law,91,Bachelor of Laws (LLB),4,1,7,Continuing,Normal,NR,None,Mukono,,,,Not Applicable,Kibuli Secondary School,Wakiso,Tier 1,Public/Mixed,,,100%,100,76–100%,3683000,3683000,0,Hellen Natukunda,Ivan Nakiyingi,Sharifah Kahinda,Irene Acen,BOL0604
J23B91/039,A16312,Atim Nakimera,Ugandan,School of Law,Law,91,Bachelor of Laws (LLB),4,1,7,Continuing,Normal,R,Double Normal,Mukono,Alpha Hall,B,B-02,Not Subscribed,St. Joseph's Secondary School Naggalama,Wakiso,Tier 2,Private/Faith-based,,,50%,50,26–50%,4533000,2266500,2266500,Joshua Wanyama,Gerald Kalema,Denis Nsereko,Joy Komakech,BOL0603
J23B91/041,A16369,Vincent Adong,Ugandan,School of Law,Law,91,Bachelor of Laws (LLB),4,1,7,Continuing,Normal,NR,None,Mukono,,,,Not Applicable,Busoga College Mwiri,Jinja,Tier 1,Private/Faith-based,,,50%,50,26–50%,3683000,1841500,1841500,Yasin Kiyingi,Naggayi Lwanga,Lawrence Kaddu,Daisy Pereza,BOL0606
